geneName,geneID,zScore
FBXO34,ENSG00000178974,0.386245843
TTC4,ENSG00000243725,0.386246851
AP5S1,ENSG00000125843,0.386256368
KLK12,ENSG00000186474,0.386374528
P2RY1,ENSG00000169860,0.386394395
RGPD2,ENSG00000185304,0.386430493
STAMBP,ENSG00000124356,0.386597984
MRPL50,ENSG00000136897,0.386602563
TJP2,ENSG00000119139,0.38661596
WDR78,ENSG00000152763,0.386649735
TRAPPC10,ENSG00000160218,0.387027134
JSRP1,ENSG00000167476,0.387180164
PRM1,ENSG00000175646,0.387226915
TADA1,ENSG00000152382,0.38723608
PI16,ENSG00000164530,0.387287094
ICE2,ENSG00000128915,0.387308009
NPNT,ENSG00000168743,0.38736838
UGT2A3,ENSG00000135220,0.387571247
UGT2A3,ENSG00000278216,0.387571247
OR7G3,ENSG00000170920,0.387584775
SEC31B,ENSG00000075826,0.387645562
DHRS7B,ENSG00000109016,0.387668544
S100A1,ENSG00000160678,0.387897222
WNK3,ENSG00000196632,0.388013978
ANKRD42,ENSG00000137494,0.388040101
STAU2,ENSG00000040341,0.388051436
LYRM4,ENSG00000214113,0.388093018
CCS,ENSG00000173992,0.388159676
MED29,ENSG00000063322,0.388235397
SLC9A4,ENSG00000180251,0.388252813
ECM1,ENSG00000143369,0.388253726
ZNF552,ENSG00000178935,0.388278378
FAM184A,ENSG00000111879,0.388378237
PNMA8B,ENSG00000204851,0.388404314
ANGPTL4,ENSG00000167772,0.388434562
EEF2KMT,ENSG00000118894,0.388681339
CYTL1,ENSG00000170891,0.388929964
CMBL,ENSG00000164237,0.388932321
SARM1,ENSG00000004139,0.388937308
CYLC2,ENSG00000155833,0.389150615
ARHGAP15,ENSG00000075884,0.389260444
H3F3C,ENSG00000188375,0.389936898
ORMDL2,ENSG00000123353,0.389949024
OR1L4,ENSG00000136939,0.390004347
FAM207A,ENSG00000160256,0.390015184
RASGRF2,ENSG00000113319,0.390019728
CENPM,ENSG00000100162,0.390052045
EFCAB2,ENSG00000203666,0.39016527
RUFY3,ENSG00000018189,0.390202714
MFSD8,ENSG00000164073,0.390297751
ALPK3,ENSG00000136383,0.3903198
POLG2,ENSG00000256525,0.390394597
SESTD1,ENSG00000187231,0.390447604
G0S2,ENSG00000123689,0.390544404
CCDC184,ENSG00000177875,0.390564974
BMPR1B,ENSG00000138696,0.390583176
SLC7A9,ENSG00000021488,0.390583918
MGRN1,ENSG00000102858,0.390734481
APOL3,ENSG00000128284,0.391017507
FERMT3,ENSG00000149781,0.391047245
TKT,ENSG00000163931,0.391086081
TMEM54,ENSG00000121900,0.391168613
TAGLN3,ENSG00000144834,0.391204584
MIDN,ENSG00000167470,0.391528653
SPTBN2,ENSG00000173898,0.391591606
RBP5,ENSG00000139194,0.391595037
C2orf48,ENSG00000163009,0.391605767
GCOM1,ENSG00000137878,0.392004397
NUDT8,ENSG00000167799,0.392229497
SBK1,ENSG00000188322,0.392434664
UBQLN3,ENSG00000175520,0.393049463
FBXL2,ENSG00000153558,0.393115917
EIF4ENIF1,ENSG00000184708,0.393205089
OR13H1,ENSG00000171054,0.393223262
MAPKBP1,ENSG00000137802,0.393316888
ANKS1B,ENSG00000185046,0.393323656
PSKH2,ENSG00000147613,0.393464599
ZWILCH,ENSG00000174442,0.393522099
TPI1,ENSG00000111669,0.393598615
ADAM21,ENSG00000139985,0.393629818
MGAT4C,ENSG00000182050,0.393703282
EMC2,ENSG00000104412,0.393771966
B3GALNT1,ENSG00000169255,0.393773203
RELA,ENSG00000173039,0.393885009
GPNMB,ENSG00000136235,0.394137181
AGPS,ENSG00000018510,0.394176152
OR2W3,ENSG00000238243,0.394218697
HADHA,ENSG00000084754,0.394318734
OSBPL7,ENSG00000006025,0.394345227
ZSWIM9,ENSG00000185453,0.394433693
MYMK,ENSG00000187616,0.394471179
N4BP3,ENSG00000145911,0.394628721
OR10A3,ENSG00000273953,0.39476285
OR10A3,ENSG00000281680,0.39476285
OR10A3,ENSG00000170683,0.39476285
PAGE5,ENSG00000158639,0.394771799
TRIM51,ENSG00000124900,0.394930533
LIMA1,ENSG00000050405,0.39497866
ZBTB24,ENSG00000112365,0.394978795
BCL2L2,ENSG00000129473,0.394981685
RFNG,ENSG00000169733,0.395076895
GGT7,ENSG00000131067,0.39509038
ZSCAN22,ENSG00000182318,0.395150504
CEP164,ENSG00000110274,0.395294277
TOMM22,ENSG00000100216,0.395418581
PLCG1,ENSG00000124181,0.395421721
BICC1,ENSG00000122870,0.395438684
SKIDA1,ENSG00000180592,0.395517416
ZNF331,ENSG00000130844,0.395892008
EFCAB5,ENSG00000176927,0.395940348
SLC44A2,ENSG00000129353,0.396016456
ACSS2,ENSG00000131069,0.396132216
UFD1,ENSG00000070010,0.396218748
ZCCHC10,ENSG00000155329,0.396293344
LBH,ENSG00000213626,0.396472668
PLPP5,ENSG00000147535,0.396506917
SSTR3,ENSG00000278195,0.396863507
UST,ENSG00000111962,0.396919176
HNRNPA0,ENSG00000177733,0.39694285
ZMYND8,ENSG00000101040,0.396972871
AJM1,ENSG00000232434,0.396982268
PPP1R42,ENSG00000178125,0.397479536
FGB,ENSG00000171564,0.397579683
GUCD1,ENSG00000138867,0.397596378
ARFGEF2,ENSG00000124198,0.397626726
OR8G1,ENSG00000197849,0.397690134
RPL36AL,ENSG00000165502,0.397731639
ZIC3,ENSG00000156925,0.397744191
AMER3,ENSG00000178171,0.397784701
ZBTB4,ENSG00000283868,0.397806302
ZBTB4,ENSG00000174282,0.397806302
ARSH,ENSG00000205667,0.397848157
LAMP5,ENSG00000125869,0.397871586
SMG5,ENSG00000198952,0.397915208
PRELP,ENSG00000188783,0.397923368
OR1L8,ENSG00000171496,0.39822508
OS9,ENSG00000135506,0.398325125
ARSJ,ENSG00000180801,0.398574125
IFNW1,ENSG00000177047,0.398878031
BLCAP,ENSG00000166619,0.398917406
XKRY,ENSG00000250868,0.398929061
ZNF75A,ENSG00000162086,0.398935632
SOWAHC,ENSG00000198142,0.398988141
ZNF233,ENSG00000159915,0.399067061
LIN7A,ENSG00000111052,0.399117104
IFNGR1,ENSG00000027697,0.399146482
ZNF77,ENSG00000175691,0.399180608
CTAGE1,ENSG00000282841,0.399198072
CTAGE1,ENSG00000212710,0.399198072
HIST1H3A,ENSG00000275714,0.399258568
MAT2B,ENSG00000038274,0.39927994
SLC16A1,ENSG00000281917,0.399313009
SLC16A1,ENSG00000155380,0.399313009
GBGT1,ENSG00000148288,0.399398709
POU6F2,ENSG00000106536,0.39943239
HIPK3,ENSG00000110422,0.3994666
SOX3,ENSG00000134595,0.399567232
ZNF106,ENSG00000103994,0.399849199
PHACTR1,ENSG00000112137,0.399865305
GLDN,ENSG00000186417,0.400177272
COA4,ENSG00000181924,0.400633347
FAM173B,ENSG00000150756,0.400642936
HRAS,ENSG00000174775,0.400650941
HRAS,ENSG00000276536,0.400650941
TMEM82,ENSG00000162460,0.400860123
SLC25A15,ENSG00000102743,0.400959516
PRLHR,ENSG00000119973,0.401003386
METTL2A,ENSG00000087995,0.401201031
RNF166,ENSG00000158717,0.401228576
ARHGAP27,ENSG00000276836,0.401240629
ARHGAP27,ENSG00000159314,0.401240629
ARHGAP27,ENSG00000276907,0.401240629
TACR3,ENSG00000169836,0.401477812
STRN,ENSG00000115808,0.401493977
CFAP157,ENSG00000160401,0.401581733
TRDN,ENSG00000186439,0.401599688
CEP97,ENSG00000182504,0.401613489
FGGY,ENSG00000172456,0.401615228
ADAMTSL2,ENSG00000197859,0.401659187
CRCP,ENSG00000241258,0.401681573
VGLL3,ENSG00000206538,0.401730864
TMEM176B,ENSG00000106565,0.401958623
PTGFRN,ENSG00000134247,0.401984537
CCDC170,ENSG00000120262,0.402113125
SALL2,ENSG00000165821,0.402130211
TMEM222,ENSG00000186501,0.40217853
TMEM186,ENSG00000184857,0.402331712
RBM12B,ENSG00000183808,0.402334042
F10,ENSG00000126218,0.402372667
RIDA,ENSG00000132541,0.40238612
SHISA5,ENSG00000164054,0.402620356
VPS9D1,ENSG00000075399,0.403062058
CLPX,ENSG00000166855,0.403233199
FCN1,ENSG00000085265,0.403315313
SNX18,ENSG00000178996,0.403322648
ARHGAP36,ENSG00000147256,0.403362135
ENTR1,ENSG00000165689,0.403400049
GRK4,ENSG00000125388,0.403613411
OR6T1,ENSG00000181499,0.403716515
PEX11A,ENSG00000166821,0.40397482
M1AP,ENSG00000159374,0.403998989
PPARG,ENSG00000132170,0.404158192
EFCAB12,ENSG00000172771,0.404232851
NUP37,ENSG00000075188,0.404371736
LRRC20,ENSG00000172731,0.40439499
SH3GL2,ENSG00000107295,0.404671795
ZNF582,ENSG00000018869,0.404836359
TRIM26,ENSG00000231002,0.404859969
TRIM26,ENSG00000231641,0.404859969
TRIM26,ENSG00000234127,0.404859969
TRIM26,ENSG00000230230,0.404859969
TRIM26,ENSG00000137313,0.404859969
TRIM26,ENSG00000226060,0.404859969
TRIM26,ENSG00000234046,0.404859969
TRIM26,ENSG00000228881,0.404859969
ZNF462,ENSG00000148143,0.404900124
SERINC1,ENSG00000111897,0.404933444
GCC1,ENSG00000179562,0.40503978
SSPN,ENSG00000123096,0.405103152
ARHGEF26,ENSG00000277101,0.405204487
ARHGEF26,ENSG00000114790,0.405204487
B4GALT4,ENSG00000121578,0.405304605
ZNF273,ENSG00000198039,0.40548461
PODN,ENSG00000174348,0.405784912
GPATCH2L,ENSG00000089916,0.40589231
ING4,ENSG00000111653,0.406037595
KLHL28,ENSG00000179454,0.40613638
ARHGAP20,ENSG00000137727,0.406343258
DUPD1,ENSG00000281660,0.406343872
DUPD1,ENSG00000188716,0.406343872
CPA6,ENSG00000165078,0.406424399
ADAMTSL1,ENSG00000178031,0.40646773
FSCN1,ENSG00000075618,0.406476352
XPA,ENSG00000136936,0.406773423
L3MBTL1,ENSG00000185513,0.406967364
KAZALD1,ENSG00000107821,0.407013765
FJX1,ENSG00000179431,0.40702884
OSER1,ENSG00000132823,0.407160854
RPL29,ENSG00000162244,0.407161769
MKLN1,ENSG00000128585,0.407187012
RCAN3,ENSG00000117602,0.407219787
STX16,ENSG00000124222,0.407271032
IL1A,ENSG00000115008,0.40731919
ZNF483,ENSG00000173258,0.407408015
TMEM38B,ENSG00000095209,0.407479951
LRRC25,ENSG00000175489,0.407497072
GSAP,ENSG00000186088,0.407513438
KRT85,ENSG00000135443,0.407561898
CCNI,ENSG00000118816,0.407664188
CRYGS,ENSG00000213139,0.407782688
RIC8B,ENSG00000111785,0.407797258
C10orf120,ENSG00000183559,0.407859128
OR7A17,ENSG00000185385,0.407924671
TEP1,ENSG00000129566,0.408228383
DAP3,ENSG00000132676,0.408476887
FPR1,ENSG00000171051,0.408512206
ZNF227,ENSG00000131115,0.408529928
AGO2,ENSG00000123908,0.408611245
SHPRH,ENSG00000146414,0.408648769
TAF11,ENSG00000064995,0.408763581
CD19,ENSG00000177455,0.40877189
ORAI1,ENSG00000276045,0.40879162
ORAI1,ENSG00000285150,0.40879162
FAM50A,ENSG00000071859,0.408809165
FEM1C,ENSG00000145780,0.409008821
PPP6R1,ENSG00000105063,0.409176532
FAM227B,ENSG00000166262,0.409180891
MRGPRX2,ENSG00000183695,0.409315199
DMAC2,ENSG00000105341,0.409328251
PBX4,ENSG00000105717,0.409371477
PDE12,ENSG00000174840,0.409441626
SPEN,ENSG00000065526,0.409458131
NDUFB9,ENSG00000147684,0.409474475
PIEZO2,ENSG00000154864,0.409518532
RABEP1,ENSG00000029725,0.409563364
OR2M2,ENSG00000198601,0.409615125
BPIFB2,ENSG00000078898,0.409728474
SFTPD,ENSG00000133661,0.410041827
SEMA7A,ENSG00000138623,0.410046728
TAAR1,ENSG00000146399,0.410140062
ZP4,ENSG00000116996,0.410245398
OR4D10,ENSG00000254466,0.410339954
DNAJB8,ENSG00000179407,0.410472099
ZNF586,ENSG00000083828,0.410568512
NSUN3,ENSG00000178694,0.410854692
SLC35G2,ENSG00000168917,0.410864998
SNPH,ENSG00000101298,0.410892452
PPP1R14B,ENSG00000173457,0.411080943
CAPG,ENSG00000042493,0.41114068
SLC2A1,ENSG00000117394,0.411201636
SFRP2,ENSG00000145423,0.411277405
CATSPER1,ENSG00000175294,0.411278834
METTL5,ENSG00000138382,0.411286379
FYB2,ENSG00000187889,0.411336483
GPR12,ENSG00000132975,0.411479074
ELOVL6,ENSG00000170522,0.411498555
CST6,ENSG00000175315,0.411546443
MRPL55,ENSG00000162910,0.411594588
TMEM143,ENSG00000161558,0.411765113
ARID1B,ENSG00000049618,0.411858975
COL4A3,ENSG00000169031,0.41194308
CCDC63,ENSG00000173093,0.41197785
SCEL,ENSG00000136155,0.412109277
IQCD,ENSG00000166578,0.412364054
AGAP3,ENSG00000133612,0.412421769
GMIP,ENSG00000089639,0.412613107
FAM57B,ENSG00000149926,0.412613579
ZFYVE16,ENSG00000039319,0.412716573
AGMO,ENSG00000187546,0.412818
LINGO1,ENSG00000169783,0.412860117
LRRIQ4,ENSG00000188306,0.412916611
PQLC2,ENSG00000040487,0.412969825
CDKN1B,ENSG00000111276,0.413014173
KIF21A,ENSG00000139116,0.413054992
RAB8B,ENSG00000166128,0.413105112
HDDC2,ENSG00000111906,0.413274499
CFB,ENSG00000204359,0.413514357
CFB,ENSG00000243570,0.413514357
CFB,ENSG00000241534,0.413514357
CFB,ENSG00000242335,0.413514357
CFB,ENSG00000241253,0.413514357
CFB,ENSG00000243649,0.413514357
CFB,ENSG00000239754,0.413514357
SPEM1,ENSG00000181323,0.41372343
SPEM1,ENSG00000284598,0.41372343
HIPK1,ENSG00000163349,0.413751362
KDM5B,ENSG00000117139,0.413874985
OR9G4,ENSG00000262647,0.414142194
OR9G4,ENSG00000172457,0.414142194
HSP90AB1,ENSG00000096384,0.41423317
LRCH1,ENSG00000136141,0.414296658
APOC4,ENSG00000267467,0.414343494
CASQ1,ENSG00000143318,0.414478621
ACTRT2,ENSG00000169717,0.414525861
SYT6,ENSG00000134207,0.414555084
PDLIM2,ENSG00000120913,0.414564772
EXT2,ENSG00000151348,0.41461414
MAGEC3,ENSG00000165509,0.414666846
HLA-DOB,ENSG00000241386,0.414722771
HLA-DOB,ENSG00000239457,0.414722771
HLA-DOB,ENSG00000243612,0.414722771
HLA-DOB,ENSG00000241910,0.414722771
HLA-DOB,ENSG00000243496,0.414722771
HLA-DOB,ENSG00000241106,0.414722771
KIR2DL1,ENSG00000277833,0.414762231
KIR2DL1,ENSG00000273510,0.414762231
KIR2DL1,ENSG00000284580,0.414762231
KIR2DL1,ENSG00000278503,0.414762231
KIR2DL1,ENSG00000274692,0.414762231
KIR2DL1,ENSG00000276625,0.414762231
KIR2DL1,ENSG00000275080,0.414762231
KIR2DL1,ENSG00000278248,0.414762231
KIR2DL1,ENSG00000278755,0.414762231
KIR2DL1,ENSG00000278495,0.414762231
KIR2DL1,ENSG00000273794,0.414762231
KIR2DL1,ENSG00000278738,0.414762231
KIR2DL1,ENSG00000275522,0.414762231
KIR2DL1,ENSG00000278207,0.414762231
KIR2DL1,ENSG00000277356,0.414762231
KIR2DL1,ENSG00000275750,0.414762231
KIR2DL1,ENSG00000278805,0.414762231
KIR2DL1,ENSG00000275276,0.414762231
KIR2DL1,ENSG00000278821,0.414762231
KIR2DL1,ENSG00000274926,0.414762231
KIR2DL1,ENSG00000276820,0.414762231
KIR2DL1,ENSG00000274782,0.414762231
KIR2DL1,ENSG00000284145,0.414762231
KIR2DL1,ENSG00000277616,0.414762231
KIR2DL1,ENSG00000125498,0.414762231
KIR2DL1,ENSG00000284401,0.414762231
KIR2DL1,ENSG00000276310,0.414762231
PIGB,ENSG00000069943,0.414771524
BAX,ENSG00000087088,0.414855848
MRPL58,ENSG00000167862,0.414937295
S100G,ENSG00000169906,0.415139399
ZNF80,ENSG00000174255,0.415201218
OR4K5,ENSG00000176281,0.41541365
BCAT2,ENSG00000105552,0.415442942
KCNC3,ENSG00000131398,0.415448826
IFT172,ENSG00000138002,0.415482225
PPP1R9A,ENSG00000158528,0.415738609
GTF2H2,ENSG00000145736,0.416307007
GTF2H2,ENSG00000276910,0.416307007
P3H2,ENSG00000090530,0.416392263
RNASE2,ENSG00000169385,0.416400478
ORC4,ENSG00000115947,0.416562549
WFDC3,ENSG00000124116,0.416656382
SEMA3F,ENSG00000001617,0.417129079
PPDPFL,ENSG00000168333,0.417207122
KCND2,ENSG00000184408,0.417268239
DARS2,ENSG00000117593,0.417301683
ZNF346,ENSG00000113761,0.41739127
ZNF12,ENSG00000164631,0.41739566
MFF,ENSG00000168958,0.417470658
MAGEA6,ENSG00000197172,0.417478809
ASAH2B,ENSG00000204147,0.417558258
SCGB2A2,ENSG00000110484,0.417670107
ZBED3,ENSG00000132846,0.417791362
MAP3K2,ENSG00000169967,0.418123688
TIMM44,ENSG00000104980,0.418372221
XPNPEP2,ENSG00000122121,0.418439731
MYOCD,ENSG00000141052,0.418458286
PBK,ENSG00000168078,0.418473168
SLC6A4,ENSG00000108576,0.418735827
DOHH,ENSG00000129932,0.418777519
PRKD1,ENSG00000184304,0.418784495
IQCE,ENSG00000106012,0.419077498
MT1F,ENSG00000198417,0.419575565
UNC13D,ENSG00000092929,0.419656081
ZBTB9,ENSG00000236515,0.419704326
ZBTB9,ENSG00000213588,0.419704326
NISCH,ENSG00000010322,0.419782079
TAF9B,ENSG00000187325,0.419857611
DCX,ENSG00000077279,0.419937987
NGB,ENSG00000165553,0.420007409
ECHDC3,ENSG00000134463,0.420082173
CALML3,ENSG00000178363,0.420144292
POFUT2,ENSG00000186866,0.420293881
JKAMP,ENSG00000050130,0.420515456
GRID2,ENSG00000152208,0.420620759
UBR7,ENSG00000278787,0.420659062
UBR7,ENSG00000012963,0.420659062
PTPA,ENSG00000119383,0.420716214
ATG9A,ENSG00000198925,0.420901877
KRT222,ENSG00000213424,0.420957339
KLF17,ENSG00000171872,0.420993348
KRTAP6-3,ENSG00000212938,0.421029593
MALL,ENSG00000144063,0.421125191
PCDHGB7,ENSG00000254122,0.42121456
STIM2,ENSG00000109689,0.421272015
WHAMM,ENSG00000156232,0.421377984
NANOG,ENSG00000111704,0.421535088
OR5M11,ENSG00000255223,0.421693921
LRRC59,ENSG00000108829,0.421857615
ABCA10,ENSG00000154263,0.421859569
CETN1,ENSG00000177143,0.421982825
STON1,ENSG00000243244,0.422041288
KHDC1,ENSG00000135314,0.422301803
CLBA1,ENSG00000140104,0.422320521
ZC3H13,ENSG00000123200,0.422346294
CMTM8,ENSG00000170293,0.422420406
PRG3,ENSG00000156575,0.422668786
CXCL1,ENSG00000163739,0.422793209
STX2,ENSG00000111450,0.423006324
MARS2,ENSG00000247626,0.423081955
SDK1,ENSG00000146555,0.423251259
PRAMEF7,ENSG00000204510,0.423254307
PRAMEF7,ENSG00000279195,0.423254307
TRMT10A,ENSG00000145331,0.423269558
FOXE3,ENSG00000186790,0.423280273
RNF122,ENSG00000133874,0.423374021
SETD4,ENSG00000185917,0.423399135
TYSND1,ENSG00000156521,0.423696845
OR1E1,ENSG00000180016,0.423791681
FGF11,ENSG00000161958,0.423866801
FGF11,ENSG00000283903,0.423866801
SPINK9,ENSG00000204909,0.423906331
TMPRSS11A,ENSG00000187054,0.424028247
WAS,ENSG00000015285,0.424280175
SLC7A1,ENSG00000139514,0.424312832
INPP5B,ENSG00000204084,0.424512631
HPS5,ENSG00000110756,0.424632718
COMMD4,ENSG00000140365,0.425109175
TUFT1,ENSG00000143367,0.425226523
TTYH3,ENSG00000136295,0.425628729
ATP9A,ENSG00000054793,0.425679183
CEP57,ENSG00000166037,0.425793512
CITED2,ENSG00000164442,0.425825171
TEKT3,ENSG00000125409,0.425986032
EBF2,ENSG00000221818,0.426125789
SLC16A7,ENSG00000118596,0.426259865
SYTL5,ENSG00000147041,0.426422978
SPINK4,ENSG00000122711,0.426697216
SLC30A5,ENSG00000145740,0.426703153
ALG3,ENSG00000214160,0.42674323
SERPINA7,ENSG00000123561,0.426835021
S100A4,ENSG00000196154,0.426841698
MAP3K4,ENSG00000085511,0.426881219
OR2A7,ENSG00000243896,0.426947409
OR2A7,ENSG00000284749,0.426947409
COL5A1,ENSG00000130635,0.426948625
CARD19,ENSG00000165233,0.427052138
PDLIM4,ENSG00000131435,0.427175648
TESK1,ENSG00000107140,0.427461447
FBXO32,ENSG00000156804,0.427692583
COA6,ENSG00000168275,0.42781541
TEPSIN,ENSG00000167302,0.427834075
ZNF780A,ENSG00000197782,0.427883517
ZNF780A,ENSG00000280568,0.427883517
ZNF432,ENSG00000256087,0.428036374
FRMD8,ENSG00000126391,0.428070616
LAD1,ENSG00000159166,0.428074887
NXNL1,ENSG00000171773,0.428080316
STAC3,ENSG00000185482,0.428245623
SLC9C1,ENSG00000285044,0.428284893
SLC9C1,ENSG00000172139,0.428284893
HPS1,ENSG00000107521,0.428463649
STAT5B,ENSG00000173757,0.428540211
HMMR,ENSG00000072571,0.42858642
BCAM,ENSG00000187244,0.428602767
TTLL9,ENSG00000131044,0.428990871
BGLAP,ENSG00000242252,0.429023998
POP7,ENSG00000172336,0.429054489
CDC25A,ENSG00000164045,0.429082005
FASLG,ENSG00000117560,0.429148442
ZNF620,ENSG00000177842,0.429205818
STK38L,ENSG00000211455,0.429275891
ZNF131,ENSG00000172262,0.429645123
APOBEC3D,ENSG00000243811,0.429779313
PHACTR2,ENSG00000112419,0.42981256
5-Mar,ENSG00000198060,0.429880587
SLMAP,ENSG00000163681,0.429910926
ALDH1L1,ENSG00000144908,0.429921646
TST,ENSG00000128311,0.430022824
ZC3H8,ENSG00000144161,0.430071422
PXDC1,ENSG00000168994,0.430096453
TCEA1,ENSG00000187735,0.430123572
MDFI,ENSG00000112559,0.43021112
TSPAN8,ENSG00000127324,0.430312878
SMARCA5,ENSG00000153147,0.430414045
CNN3,ENSG00000117519,0.430442101
AXDND1,ENSG00000162779,0.430492623
ATXN2,ENSG00000204842,0.430627572
CEP44,ENSG00000164118,0.430634847
C17orf53,ENSG00000125319,0.430716764
ZNF69,ENSG00000198429,0.430721527
ARF5,ENSG00000004059,0.430787197
TK1,ENSG00000167900,0.431028402
OGG1,ENSG00000114026,0.431172295
CDC20,ENSG00000117399,0.431206299
PKD1L2,ENSG00000166473,0.431213383
SPON2,ENSG00000159674,0.431265082
SPACA7,ENSG00000275865,0.431341329
SPACA7,ENSG00000153498,0.431341329
C12orf4,ENSG00000047621,0.43167978
PCDHB9,ENSG00000177839,0.431691358
PRIMA1,ENSG00000274089,0.431799936
PRIMA1,ENSG00000175785,0.431799936
KYNU,ENSG00000115919,0.431803286
OPRPN,ENSG00000171199,0.431918003
IRX5,ENSG00000176842,0.432340997
LEPROTL1,ENSG00000104660,0.432365821
GABRA6,ENSG00000145863,0.432525629
SAPCD1,ENSG00000227861,0.432552447
SAPCD1,ENSG00000228727,0.432552447
SAPCD1,ENSG00000227074,0.432552447
SAPCD1,ENSG00000229176,0.432552447
SAPCD1,ENSG00000237918,0.432552447
SAPCD1,ENSG00000234951,0.432552447
QDPR,ENSG00000151552,0.432564045
BRK1,ENSG00000254999,0.432718806
KCTD15,ENSG00000153885,0.432791837
SERTM1,ENSG00000180440,0.432931834
IFNA2,ENSG00000188379,0.43294659
ZNF10,ENSG00000256223,0.433034608
S100A14,ENSG00000189334,0.433091744
OPALIN,ENSG00000197430,0.433122326
DYNLL2,ENSG00000264364,0.433241047
B3GALT1,ENSG00000172318,0.433262908
SLC10A7,ENSG00000120519,0.433315125
VGLL4,ENSG00000144560,0.433404413
DDX17,ENSG00000100201,0.433610885
CDK5RAP2,ENSG00000136861,0.433691585
NR2F6,ENSG00000160113,0.433832208
GOLGA3,ENSG00000090615,0.434017175
C4orf33,ENSG00000151470,0.434047735
VPS37C,ENSG00000167987,0.434062962
FAIM,ENSG00000158234,0.434168587
ZNF333,ENSG00000160961,0.434337081
OR2L2,ENSG00000203663,0.434347174
NR1H4,ENSG00000012504,0.434494149
ADAMTS19,ENSG00000145808,0.434551425
LAYN,ENSG00000204381,0.43455368
C10orf90,ENSG00000154493,0.434681133
CLDN8,ENSG00000156284,0.434782799
C2orf68,ENSG00000168887,0.43488197
ANP32A,ENSG00000140350,0.435012467
ZNF704,ENSG00000164684,0.435231164
TMEM134,ENSG00000172663,0.435316462
BCL10,ENSG00000142867,0.435333461
DCDC2,ENSG00000146038,0.435360604
LCN8,ENSG00000204001,0.435381836
CENPA,ENSG00000115163,0.435390444
DRICH1,ENSG00000189269,0.435419177
TUBA1A,ENSG00000167552,0.435425998
IL12RB1,ENSG00000096996,0.435467093
TSPAN32,ENSG00000064201,0.43583853
RFK,ENSG00000135002,0.435989915
OR4N2,ENSG00000176294,0.436057485
H2BFWT,ENSG00000123569,0.43621055
DUSP13,ENSG00000079393,0.436394352
C14orf178,ENSG00000197734,0.436402011
RHBDF1,ENSG00000007384,0.436493535
RBP1,ENSG00000114115,0.436554522
DMRTC2,ENSG00000142025,0.436674218
SH2D3C,ENSG00000095370,0.43728684
SCGB1D1,ENSG00000168515,0.437372684
TCF15,ENSG00000125878,0.437424433
RND1,ENSG00000172602,0.437426139
VAMP3,ENSG00000049245,0.437436666
XPO5,ENSG00000124571,0.43748653
IFI44,ENSG00000137965,0.437492874
IRS1,ENSG00000169047,0.437592758
PNLIPRP1,ENSG00000187021,0.437670057
CHRNA5,ENSG00000169684,0.437853299
UTS2B,ENSG00000188958,0.437995011
THAP10,ENSG00000129028,0.438092909
